Student ID,Student Name,Class,Section,Term,Maths,Science,Social Science,English,Hindi,Marks Score,Total Marks,Percentage,Result
S189,Wash Ehlerding,10,B,Term 2,76,18,53,59,86,292,500,58.4,Pass
S376,Morey Fairhall,1,A,Term 1,60,93,81,88,65,387,500,77.4,Pass
S317,Maddy Gouldsmith,6,B,Term 1,52,40,34,31,57,214,500,42.8,Pass
S353,Cahra Brend,6,A,Term 2,97,81,70,43,25,316,500,63.2,Pass
S371,Bancroft Bousler,4,A,Term 2,37,51,18,52,72,230,500,46,Pass
S653,Jordain Kosel,5,A,Term 2,48,65,34,39,53,239,500,47.8,Pass
S106,Debi Mingay,6,B,Term 1,54,86,85,54,66,345,500,69,Pass
S471,Stanislaw Marzele,3,B,Term 2,34,56,94,67,37,288,500,57.6,Pass
S279,Randi Carlow,3,A,Term 2,62,97,36,35,95,325,500,65,Pass
S833,Sancho Kondratovich,11,A,Term 1,97,55,67,45,72,336,500,67.2,Pass
S413,Angy Walling,11,B,Term 1,24,45,87,88,35,279,500,55.8,Pass
S894,Joelle Fossett,11,B,Term 1,37,33,37,80,65,252,500,50.4,Pass
S617,Camey Rider,10,A,Term 2,97,57,71,49,41,315,500,63,Pass
S447,Otha Romi,6,A,Term 2,74,53,36,44,29,236,500,47.2,Pass
S713,Sander Kellet,9,B,Term 2,68,48,49,81,49,295,500,59,Pass
S506,Gawain Trent,3,A,Term 2,48,21,98,82,94,343,500,68.6,Pass
S294,Dyann Aim,8,A,Term 2,48,29,51,57,59,244,500,48.8,Pass
S162,Cordie Treswell,1,A,Term 2,67,19,35,42,23,186,500,37.2,Pass
S368,Georgiana Shields,2,B,Term 1,22,96,73,81,27,299,500,59.8,Pass
S865,Valera Dofty,4,A,Term 2,16,89,59,62,36,262,500,52.4,Pass
S167,Raddy Harle,6,B,Term 2,41,71,34,62,95,303,500,60.6,Pass
S620,Hayes Kingerby,8,B,Term 1,21,47,89,31,59,247,500,49.4,Pass
S952,Godfree Blakelock,10,A,Term 1,69,47,99,79,27,321,500,64.2,Pass
S790,Monah Espinal,7,B,Term 1,64,94,94,21,28,301,500,60.2,Pass
S918,Chrysler Trippack,4,A,Term 1,50,95,46,51,79,321,500,64.2,Pass
S114,Desirae Friman,9,A,Term 1,41,83,97,64,46,331,500,66.2,Pass
S261,Darline Leveret,11,A,Term 2,85,48,51,47,86,317,500,63.4,Pass
S169,Avrit McGiff,6,B,Term 1,22,69,95,70,26,282,500,56.4,Pass
S999,Neely Leggen,11,B,Term 2,53,20,48,76,72,269,500,53.8,Pass
S062,Lionello Jopp,1,B,Term 1,87,34,49,77,74,321,500,64.2,Pass
S292,Micah Ricold,2,A,Term 2,46,46,54,70,83,299,500,59.8,Pass
S699,Arne Streeten,6,B,Term 2,57,19,91,57,32,256,500,51.2,Pass
S139,Kasey Houseago,9,B,Term 1,80,98,95,73,59,405,500,81,Pass
S864,Callean Jeromson,5,B,Term 1,15,83,71,78,28,275,500,55,Pass
S852,Claribel Catlin,1,A,Term 1,26,45,78,44,61,254,500,50.8,Pass
S027,Care Allett,12,A,Term 2,23,59,67,20,32,201,500,40.2,Pass
S801,Rudiger Prahm,5,B,Term 1,54,55,53,61,47,270,500,54,Pass
S383,Iona Belbin,9,B,Term 2,65,19,79,45,33,241,500,48.2,Pass
S255,Kerry McCoveney,4,A,Term 1,49,63,70,88,87,357,500,71.4,Pass
S345,Maitilde Garratt,3,A,Term 2,72,56,42,85,44,299,500,59.8,Pass
S888,Sydelle Dax,11,B,Term 2,38,73,26,28,44,209,500,41.8,Pass
S084,Noland Smithson,2,B,Term 1,26,49,56,65,65,261,500,52.2,Pass
S573,Adiana Callacher,4,A,Term 1,92,76,52,87,44,351,500,70.2,Pass
S744,Ailee Hinken,11,B,Term 1,57,66,49,93,38,303,500,60.6,Pass
S792,Car Kenefick,8,B,Term 1,76,13,22,83,94,288,500,57.6,Pass
S528,Townie Bernaldez,12,A,Term 1,89,71,95,51,83,389,500,77.8,Pass
S019,Floria Gilroy,5,A,Term 2,67,12,43,46,82,250,500,50,Pass
S020,Vittorio Braddon,6,B,Term 1,31,87,88,77,28,311,500,62.2,Pass
S731,Marna Yitzovicz,4,B,Term 1,57,43,80,38,38,256,500,51.2,Pass
S574,Kial Bolley,10,B,Term 2,58,43,80,22,36,239,500,47.8,Pass
S704,Fifi Gunston,6,A,Term 1,76,47,60,34,23,240,500,48,Pass
S618,Cathyleen Payze,2,A,Term 2,68,97,95,58,45,363,500,72.6,Pass
S516,Orly Moxstead,3,B,Term 2,77,71,35,79,25,287,500,57.4,Pass
S995,Arie Jell,10,B,Term 2,17,81,64,87,90,339,500,67.8,Pass
S461,Catherina Bummfrey,6,B,Term 1,21,24,45,26,95,211,500,42.2,Pass
S553,Andre Ashfold,2,A,Term 1,82,19,30,26,43,200,500,40,Pass
S245,Willa Roseburgh,9,A,Term 1,19,26,64,29,64,202,500,40.4,Pass
S741,Maynard Pfeiffer,8,A,Term 2,48,59,89,74,93,363,500,72.6,Pass
S871,Pancho Teaz,5,A,Term 1,17,93,42,81,66,299,500,59.8,Pass
S950,Annamarie Botting,6,B,Term 1,28,66,43,65,80,282,500,56.4,Pass
S369,Tanhya Tippell,7,B,Term 2,69,71,63,49,91,343,500,68.6,Pass
S909,Lynn Guerola,2,B,Term 1,78,84,67,95,45,369,500,73.8,Pass
S504,Robby Schrieves,4,B,Term 2,16,78,48,25,72,239,500,47.8,Pass
S333,Jasen Nendick,3,B,Term 1,59,40,20,68,88,275,500,55,Pass
S767,Beaufort Strahan,12,A,Term 1,87,61,47,80,38,313,500,62.6,Pass
S436,Geoff Earney,6,A,Term 1,20,98,87,89,33,327,500,65.4,Pass
S758,Clerkclaude McGannon,5,A,Term 2,26,17,57,43,42,185,500,37,Pass
S232,Bastian Tomasino,5,A,Term 1,51,95,88,37,37,308,500,61.6,Pass
S930,Dani Maughan,7,A,Term 2,63,72,75,93,42,345,500,69,Pass
S135,Anatole Studdard,9,A,Term 1,44,85,90,94,44,357,500,71.4,Pass
S101,Madelina Gero,11,A,Term 2,85,82,59,61,41,328,500,65.6,Pass
S859,Caterina Legh,5,B,Term 2,83,55,35,56,44,273,500,54.6,Pass
S455,Valeria MacPhee,5,B,Term 2,25,96,35,31,29,216,500,43.2,Pass
S404,Bay Radbone,1,B,Term 2,77,63,23,52,49,264,500,52.8,Pass
S619,Tabb Kyffin,10,B,Term 1,31,88,97,38,56,310,500,62,Pass
S694,Kania Sliman,8,A,Term 2,84,56,75,22,32,269,500,53.8,Pass
S999,Niki Merriman,9,A,Term 1,44,61,68,86,83,342,500,68.4,Pass
S268,Shay Arnholtz,8,B,Term 2,82,32,65,89,48,316,500,63.2,Pass
S694,Coriss Carleton,6,B,Term 1,42,40,32,26,45,185,500,37,Pass
S351,Nathanael Klampk,2,B,Term 1,40,68,97,43,49,297,500,59.4,Pass
S865,Martino Koppen,7,A,Term 2,80,56,77,81,82,376,500,75.2,Pass
S559,Kale Ingraham,3,A,Term 1,27,34,78,92,41,272,500,54.4,Pass
S054,Steffie Boost,4,A,Term 1,87,66,33,34,81,301,500,60.2,Pass
S760,Kacie Pleuman,12,B,Term 2,61,23,43,42,30,199,500,39.8,Pass
S500,Vale Glaisner,6,A,Term 2,30,45,67,59,52,253,500,50.6,Pass
S797,Gawain Bullivant,6,A,Term 1,98,55,81,26,62,322,500,64.4,Pass
S676,Ferguson Azam,11,B,Term 2,66,68,65,38,42,279,500,55.8,Pass
S921,Brittany Kirkland,4,A,Term 1,15,76,94,48,68,301,500,60.2,Pass
S070,Manon Poynzer,6,A,Term 1,40,71,65,48,90,314,500,62.8,Pass
S241,Alys Mackrell,4,A,Term 2,50,89,71,69,92,371,500,74.2,Pass
S201,Anjanette Cocker,3,A,Term 1,50,27,78,78,88,321,500,64.2,Pass
S775,Robena Luesley,8,B,Term 2,83,75,74,23,74,329,500,65.8,Pass
S152,Aron Ginnaly,2,A,Term 2,67,86,22,26,76,277,500,55.4,Pass
S530,Jenilee Godbold,3,A,Term 2,81,85,28,82,35,311,500,62.2,Pass
S625,Adrianna Measor,6,B,Term 2,58,39,80,47,87,311,500,62.2,Pass
S161,Laney Caraher,3,A,Term 2,24,69,42,23,94,252,500,50.4,Pass
S117,Rupert Chape,1,B,Term 2,79,50,58,92,93,372,500,74.4,Pass
S675,Rance Sidebotton,9,A,Term 2,59,97,57,59,91,363,500,72.6,Pass
S612,Delphinia Crayden,2,A,Term 2,16,25,23,51,50,165,500,33,Pass
S335,Joachim Marde,1,A,Term 1,49,67,22,82,59,279,500,55.8,Pass
S712,Darsie Meharg,7,B,Term 1,34,19,63,93,90,299,500,59.8,Pass
S238,Galina Tertre,4,B,Term 2,66,28,62,57,93,306,500,61.2,Pass
S909,Bernadina Lenthall,8,B,Term 2,74,96,35,78,78,361,500,72.2,Pass
S345,Koren Travis,3,A,Term 1,41,27,58,90,29,245,500,49,Pass
S949,Morris Flintoffe,3,B,Term 1,50,43,58,61,70,282,500,56.4,Pass
S251,Marys Oiseau,9,B,Term 2,53,74,50,29,47,253,500,50.6,Pass
S066,Tallie Bruneau,7,A,Term 2,75,46,44,65,83,313,500,62.6,Pass
S101,Doloritas Bearsmore,4,B,Term 1,84,30,32,73,92,311,500,62.2,Pass
S650,Hanni Emmines,2,A,Term 2,67,26,52,50,52,247,500,49.4,Pass
S686,Harriet Berceros,5,B,Term 1,52,75,30,20,92,269,500,53.8,Pass
S015,Chilton Gallagher,8,B,Term 2,30,26,58,71,47,232,500,46.4,Pass
S908,Kevyn Bourchier,9,B,Term 1,94,42,60,30,59,285,500,57,Pass
S259,Louise Sangwin,9,B,Term 2,61,60,43,92,34,290,500,58,Pass
S661,Halsy McGarrell,12,B,Term 1,94,29,62,23,51,259,500,51.8,Pass
S872,Kalil Bumphries,2,B,Term 2,73,90,84,33,58,338,500,67.6,Pass
S836,Felipe Ingarfill,11,A,Term 1,43,38,66,72,94,313,500,62.6,Pass
S546,Hilario Duchateau,1,A,Term 1,47,88,37,51,39,262,500,52.4,Pass
S525,Hildegaard Slocomb,10,A,Term 2,70,98,66,32,49,315,500,63,Pass
S064,Valentia Tombleson,10,B,Term 1,59,69,70,33,90,321,500,64.2,Pass
S519,Simone Bryning,11,A,Term 2,83,42,84,34,61,304,500,60.8,Pass
S724,Pepita Aronovitz,12,B,Term 1,45,33,77,88,78,321,500,64.2,Pass
S329,Nahum Pill,5,A,Term 1,71,16,56,74,42,259,500,51.8,Pass
S707,Swen Klassman,5,B,Term 1,55,93,65,38,83,334,500,66.8,Pass
S761,Dorolisa Ortega,1,B,Term 1,53,36,55,78,89,311,500,62.2,Pass
S013,Tammy Wilkowski,5,A,Term 2,40,79,45,91,73,328,500,65.6,Pass
S707,Vannie Hacun,2,B,Term 1,28,52,36,54,31,201,500,40.2,Pass
S864,Bron Ronaghan,1,A,Term 1,61,86,59,61,57,324,500,64.8,Pass
S014,Benyamin Brame,8,B,Term 2,58,43,81,64,42,288,500,57.6,Pass
S727,Fernandina Mc Cahey,6,A,Term 1,71,41,63,64,46,285,500,57,Pass
S436,Ariadne Foottit,5,B,Term 1,57,93,96,23,35,304,500,60.8,Pass
S446,Sydney Coraini,2,B,Term 1,74,56,22,64,65,281,500,56.2,Pass
S594,Charlotta Juett,5,A,Term 1,76,27,35,54,81,273,500,54.6,Pass
S392,Cris Rillatt,8,B,Term 2,66,40,60,58,69,293,500,58.6,Pass
S932,Sandra Dillingstone,10,A,Term 2,39,62,55,61,56,273,500,54.6,Pass
S035,Greg De Bell,1,A,Term 2,63,89,18,89,40,299,500,59.8,Pass
S509,Dela Moulder,6,B,Term 2,98,77,37,41,26,279,500,55.8,Pass
S845,Clerissa Sherrell,4,A,Term 2,58,70,53,42,68,291,500,58.2,Pass
S017,Sim Clappson,6,A,Term 2,34,24,52,77,29,216,500,43.2,Pass
S347,Juliet Le Huquet,12,A,Term 1,94,81,71,81,26,353,500,70.6,Pass
S002,Carney Crepel,5,A,Term 1,94,73,25,82,39,313,500,62.6,Pass
S343,Lura Waight,1,B,Term 1,67,46,62,54,90,319,500,63.8,Pass
S594,Brendan Learmonth,2,B,Term 2,43,86,78,33,37,277,500,55.4,Pass
S332,Merralee Greenalf,11,B,Term 2,74,61,51,83,84,353,500,70.6,Pass
S781,Adolphus Gath,6,B,Term 1,60,96,58,94,58,366,500,73.2,Pass
S924,Lorette Goodricke,1,B,Term 1,83,17,75,35,65,275,500,55,Pass
S477,Lia Kupke,12,A,Term 1,25,19,40,38,31,153,500,30.6,Fail
S832,Star Alkin,3,B,Term 2,45,70,36,79,77,307,500,61.4,Pass
S111,Francisco Skiplorne,8,A,Term 1,43,84,58,35,63,283,500,56.6,Pass
S769,Ellie Feeny,1,B,Term 1,57,93,33,62,30,275,500,55,Pass
S344,Ophelia McCarney,10,B,Term 2,76,75,19,79,30,279,500,55.8,Pass
S865,Melania Stooke,11,A,Term 2,71,82,66,29,50,298,500,59.6,Pass
S086,Rutledge Bielby,4,A,Term 2,74,49,23,84,78,308,500,61.6,Pass
S626,Gare Wishart,2,B,Term 2,69,63,81,63,82,358,500,71.6,Pass
S192,Domenico Vallentin,6,A,Term 1,70,45,32,37,83,267,500,53.4,Pass
S458,Fredi Norvel,1,A,Term 1,42,78,48,31,95,294,500,58.8,Pass
S034,Paule Bootman,10,A,Term 2,16,15,27,36,62,156,500,31.2,Fail
S279,Laird Swapp,8,B,Term 2,93,57,40,23,93,306,500,61.2,Pass
S887,Daphne Sowrah,6,A,Term 2,83,55,81,25,76,320,500,64,Pass
S854,Giulio Savory,11,B,Term 2,45,66,63,57,27,258,500,51.6,Pass
S714,Cos Duligal,7,B,Term 2,84,59,97,35,94,369,500,73.8,Pass
S377,Emmalyn Vandenhoff,3,B,Term 1,77,63,39,52,94,325,500,65,Pass
S399,Grazia Futcher,11,A,Term 1,76,14,76,74,74,314,500,62.8,Pass
S006,Selby Eneas,4,B,Term 1,73,56,26,31,72,258,500,51.6,Pass
S853,Lou Mallon,6,B,Term 2,92,24,71,29,32,248,500,49.6,Pass
S506,Mame Esmead,6,A,Term 1,57,39,42,42,26,206,500,41.2,Pass
S694,Myrilla Mealand,2,B,Term 1,72,34,66,30,45,247,500,49.4,Pass
S298,Ashbey McClelland,9,A,Term 2,21,26,58,41,50,196,500,39.2,Pass
S280,Gian Shambrook,10,A,Term 1,27,93,96,43,67,326,500,65.2,Pass
S085,Virginia Fosten,5,A,Term 2,46,16,40,94,52,248,500,49.6,Pass
S925,Kristos Simkiss,6,A,Term 2,56,39,38,64,78,275,500,55,Pass
S221,Stu Olensby,12,A,Term 1,94,13,50,20,24,201,500,40.2,Pass
S422,Genni Martina,10,A,Term 1,45,33,92,46,48,264,500,52.8,Pass
S852,York Feldbau,10,A,Term 2,71,65,88,39,89,352,500,70.4,Pass
S477,Garey Rosendorf,1,A,Term 1,46,75,62,86,68,337,500,67.4,Pass
S423,Elke Halms,2,B,Term 1,78,81,18,27,94,298,500,59.6,Pass
S917,Marlo Chevins,5,B,Term 1,60,22,39,76,45,242,500,48.4,Pass
S983,Damian Golt,11,B,Term 1,43,19,35,39,64,200,500,40,Pass
S954,Devan Tompsett,10,A,Term 2,24,72,19,65,32,212,500,42.4,Pass
S957,Daisy Gerrill,7,B,Term 2,42,27,26,97,95,287,500,57.4,Pass
S711,Alayne Elvish,9,B,Term 2,73,75,87,33,56,324,500,64.8,Pass
S388,Annelise Sultana,9,A,Term 2,26,56,42,60,77,261,500,52.2,Pass
S804,Jenn Chezier,5,B,Term 1,69,81,32,60,61,303,500,60.6,Pass
S831,Bobette O'Hdirscoll,12,A,Term 1,55,42,21,47,53,218,500,43.6,Pass
S782,Floyd De Luna,7,A,Term 1,54,32,29,67,23,205,500,41,Pass
S519,Milzie Beaconsall,3,B,Term 1,23,93,75,64,60,315,500,63,Pass
S288,Phoebe Menzies,5,A,Term 2,92,36,91,65,53,337,500,67.4,Pass
S726,Stewart Hunter,7,B,Term 2,69,92,91,97,92,441,500,88.2,Pass
S702,Elle Jewess,11,B,Term 2,56,40,88,75,71,330,500,66,Pass
S092,Teodoor Risbridge,9,B,Term 2,87,21,24,22,43,197,500,39.4,Pass
S246,Gale St Louis,10,A,Term 2,67,58,74,80,24,303,500,60.6,Pass
S393,Mylo Luis,1,A,Term 2,46,23,87,21,70,247,500,49.4,Pass
S660,Essa Faragher,8,A,Term 2,98,90,49,65,53,355,500,71,Pass
S350,Gustavus Duerden,10,B,Term 2,69,20,71,23,67,250,500,50,Pass
S534,Ivie Primett,3,A,Term 1,88,77,60,88,74,387,500,77.4,Pass
S203,Clayson Butting,3,A,Term 1,72,28,63,40,57,260,500,52,Pass
S447,Felicle Gurley,2,A,Term 2,61,73,74,46,70,324,500,64.8,Pass
S382,Alphonse Surby,10,B,Term 1,48,88,41,32,93,302,500,60.4,Pass
S951,Ilyssa Pollard,9,A,Term 1,98,71,73,35,66,343,500,68.6,Pass
S717,Constantin Ladds,9,B,Term 1,27,58,25,50,92,252,500,50.4,Pass
S263,Chalmers Skyme,9,B,Term 1,80,34,70,73,37,294,500,58.8,Pass
S717,Adore Wait,4,A,Term 1,76,92,62,93,73,396,500,79.2,Pass
S102,Karon Haville,5,A,Term 1,96,89,72,69,24,350,500,70,Pass
S153,Hermie Ullrich,7,A,Term 1,74,90,58,92,59,373,500,74.6,Pass
S030,Tybi Schwandermann,8,A,Term 2,37,33,75,74,83,302,500,60.4,Pass
S902,Jenilee Daddow,1,B,Term 1,41,32,97,30,35,235,500,47,Pass
S954,Claudio Oxenden,6,A,Term 2,29,85,75,85,62,336,500,67.2,Pass
S478,Patrizio Vannuchi,8,A,Term 1,24,48,53,89,47,261,500,52.2,Pass
S419,Warren Kirman,5,A,Term 1,25,86,76,26,49,262,500,52.4,Pass
S001,Mano O' Mullan,6,B,Term 2,85,45,57,27,59,273,500,54.6,Pass
S368,Kata Chomiszewski,3,A,Term 2,58,30,80,34,94,296,500,59.2,Pass
S444,Bat Hamlington,12,B,Term 2,73,48,63,32,33,249,500,49.8,Pass
S793,Arlyn Nardoni,5,A,Term 2,38,59,33,77,86,293,500,58.6,Pass
S254,Clark Biaggetti,6,B,Term 2,88,46,55,96,43,328,500,65.6,Pass
S217,Anya Assard,11,B,Term 1,44,62,28,79,44,257,500,51.4,Pass
S095,Artus Saltsberg,1,A,Term 2,92,20,22,83,25,242,500,48.4,Pass
S305,Hilly Edgworth,4,A,Term 1,55,14,70,78,91,308,500,61.6,Pass
S939,Levin Summerhayes,11,B,Term 2,61,31,18,58,88,256,500,51.2,Pass
S819,Viviana Bumpus,9,A,Term 2,49,97,32,93,24,295,500,59,Pass
S870,Abraham Fatscher,6,A,Term 2,28,74,87,23,27,239,500,47.8,Pass
S907,Leonerd Donke,5,A,Term 2,77,43,55,40,36,251,500,50.2,Pass
S657,Godfry Blouet,4,B,Term 1,49,58,24,91,35,257,500,51.4,Pass
S316,Whittaker Ilbert,8,A,Term 1,17,98,75,49,75,314,500,62.8,Pass
S645,Norton Larmet,11,B,Term 2,76,24,73,34,69,276,500,55.2,Pass
S526,Xylia Antonellini,6,A,Term 2,46,44,83,82,72,327,500,65.4,Pass
S470,Beth Littlejohns,12,B,Term 1,61,36,73,64,54,288,500,57.6,Pass
S361,Nilson Gaskin,10,B,Term 1,87,30,85,81,42,325,500,65,Pass
S265,Kayle Mogg,8,A,Term 1,45,84,26,86,82,323,500,64.6,Pass
S292,Analise Colter,1,A,Term 1,84,81,65,79,63,372,500,74.4,Pass
S972,Fraser Jancy,7,A,Term 2,49,36,65,85,65,300,500,60,Pass
S074,Bree Cabedo,10,A,Term 2,24,28,96,84,41,273,500,54.6,Pass
S439,Kristofor Schwant,5,B,Term 2,58,75,79,28,49,289,500,57.8,Pass
S211,Langsdon Ilyas,4,A,Term 2,63,30,37,94,37,261,500,52.2,Pass
S560,Elayne Shakelady,11,B,Term 1,24,14,89,84,87,298,500,59.6,Pass
S549,Olivier Davidovits,12,A,Term 1,26,66,27,63,77,259,500,51.8,Pass
S814,Lexis Playle,8,B,Term 1,68,70,23,58,65,284,500,56.8,Pass
S330,Rolf Fogt,11,B,Term 1,87,53,78,97,50,365,500,73,Pass
S151,Elenore Menego,9,A,Term 2,52,20,75,75,88,310,500,62,Pass
S743,Curry McNellis,11,B,Term 1,44,29,62,44,48,227,500,45.4,Pass
S006,Angelo Gietz,5,A,Term 2,43,32,36,91,53,255,500,51,Pass
S191,Adaline Laba,6,B,Term 2,69,38,85,27,49,268,500,53.6,Pass
S461,Gwenny Parks,10,B,Term 2,98,74,61,37,40,310,500,62,Pass
S336,Vaughn Hatchette,6,B,Term 1,44,96,44,50,31,265,500,53,Pass
S119,Lory Sudworth,9,B,Term 1,82,82,41,27,82,314,500,62.8,Pass
S412,Heywood Lukins,10,A,Term 1,55,44,96,22,25,242,500,48.4,Pass
S808,Howie Galton,5,B,Term 1,21,30,28,94,51,224,500,44.8,Pass
S709,Delores Charlet,11,A,Term 2,52,65,99,54,78,348,500,69.6,Pass
S971,Eada Theml,8,A,Term 2,95,96,83,84,30,388,500,77.6,Pass
S545,Taite Lillecrap,1,A,Term 2,50,40,38,91,78,297,500,59.4,Pass
S111,Katina Caldicott,2,A,Term 2,64,24,40,20,35,183,500,36.6,Pass
S845,Leighton Impett,4,A,Term 1,34,27,88,71,73,293,500,58.6,Pass
S285,Steven Glave,5,B,Term 2,19,21,40,51,86,217,500,43.4,Pass
S743,Michell Kingaby,10,A,Term 1,40,65,45,23,74,247,500,49.4,Pass
S818,Annora Greschke,1,B,Term 2,41,47,43,62,86,279,500,55.8,Pass
S055,Rooney Alliban,1,B,Term 2,43,19,93,67,94,316,500,63.2,Pass
S678,Norman Puddephatt,12,B,Term 1,55,54,45,50,79,283,500,56.6,Pass
S644,Herminia Vasler,10,A,Term 1,75,44,54,67,78,318,500,63.6,Pass
S891,Thain Booty,10,B,Term 2,81,73,62,53,50,319,500,63.8,Pass
S401,Roby Dottrell,7,B,Term 1,16,52,49,48,62,227,500,45.4,Pass
S078,Malvina Hucknall,5,A,Term 2,69,31,37,54,52,243,500,48.6,Pass
S730,Terence Stelfox,6,A,Term 2,52,73,30,85,64,304,500,60.8,Pass
S314,Angelle Rudolfer,10,B,Term 2,74,12,75,57,86,304,500,60.8,Pass
S707,Bronson Greasley,6,B,Term 2,28,53,89,29,64,263,500,52.6,Pass
S822,Kathrine Gourley,9,B,Term 1,50,44,41,63,43,241,500,48.2,Pass
S968,Katina Ilyenko,6,B,Term 1,20,33,74,44,55,226,500,45.2,Pass
S206,Doug Cropper,7,B,Term 1,18,85,98,60,77,338,500,67.6,Pass
S454,Barron Alekseicik,11,B,Term 1,36,42,55,56,88,277,500,55.4,Pass
S250,Shea Tweedell,5,B,Term 1,59,12,47,35,63,216,500,43.2,Pass
S937,Mireille Tomaszewski,11,B,Term 1,96,43,55,30,76,300,500,60,Pass
S506,Pall Astlett,8,B,Term 1,53,86,45,36,92,312,500,62.4,Pass
S093,Josselyn Greste,1,A,Term 2,55,40,92,63,64,314,500,62.8,Pass
S519,Cris Von Oertzen,10,A,Term 2,44,24,59,86,61,274,500,54.8,Pass
S973,Lay Kennedy,1,B,Term 2,52,14,60,35,46,207,500,41.4,Pass
S107,Sol Hallbord,8,B,Term 1,72,69,28,74,40,283,500,56.6,Pass
S497,Rad Leither,10,B,Term 1,61,73,49,61,38,282,500,56.4,Pass
S649,Lauralee Pottes,12,B,Term 2,50,33,85,56,82,306,500,61.2,Pass
S292,Lenette Hammerstone,11,B,Term 1,59,77,79,74,85,374,500,74.8,Pass
S890,Virgina Van't Hoff,1,A,Term 1,68,85,58,74,95,380,500,76,Pass
S593,Wynn Balmann,3,B,Term 1,58,83,91,93,54,379,500,75.8,Pass
S921,Corinne Ferran,11,B,Term 1,27,79,37,20,30,193,500,38.6,Pass
S127,Michel Facer,5,B,Term 2,75,46,39,55,70,285,500,57,Pass
S206,Winn Partington,7,B,Term 2,66,29,94,80,68,337,500,67.4,Pass
S597,Guinna Wark,1,A,Term 2,16,93,67,56,46,278,500,55.6,Pass
S009,Krystal Sandeson,11,B,Term 2,15,64,25,81,44,229,500,45.8,Pass
S420,Cinderella Fry,6,A,Term 1,48,77,59,92,87,363,500,72.6,Pass
S144,Trenna Thornewell,7,A,Term 1,31,36,90,79,88,324,500,64.8,Pass
S256,Florian Jellico,8,A,Term 2,91,54,69,28,28,270,500,54,Pass
S425,Cazzie Kaiser,8,B,Term 1,66,87,20,57,86,316,500,63.2,Pass
S869,Genny Hucknall,8,A,Term 1,85,95,89,80,47,396,500,79.2,Pass
S948,Townie Ogilby,1,B,Term 2,44,68,59,32,82,285,500,57,Pass
S280,Theresa Russi,10,B,Term 2,91,27,98,77,35,328,500,65.6,Pass
S427,Mickey Hankard,8,A,Term 2,72,71,68,68,48,327,500,65.4,Pass
S803,Dion Khristoforov,8,B,Term 1,38,71,66,29,37,241,500,48.2,Pass
S309,Nickola Fruchter,11,B,Term 1,55,24,44,94,33,250,500,50,Pass
S404,Regen Ghilardini,1,B,Term 1,93,85,21,50,36,285,500,57,Pass
S551,Clare Merrison,9,A,Term 2,52,50,37,89,53,281,500,56.2,Pass
S150,Vyky Vatcher,4,B,Term 2,82,76,93,51,83,385,500,77,Pass
S419,Leslie McGrail,6,B,Term 1,17,93,66,54,53,283,500,56.6,Pass
S387,Xylia Whitworth,3,B,Term 1,20,22,77,93,50,262,500,52.4,Pass
S980,Towney Gaynsford,1,A,Term 2,79,35,62,71,53,300,500,60,Pass
S702,Anne-marie Southward,10,A,Term 2,46,81,51,23,89,290,500,58,Pass
S048,Emlyn Spirritt,10,A,Term 2,20,71,30,36,29,186,500,37.2,Pass
S437,Babb Colleer,12,B,Term 2,92,58,54,86,73,363,500,72.6,Pass
S749,Beatrisa Privett,7,B,Term 2,58,15,88,58,66,285,500,57,Pass
S641,Granthem Smyth,11,B,Term 1,37,12,73,42,72,236,500,47.2,Pass
S379,Julienne Amsden,7,B,Term 2,64,81,93,72,79,389,500,77.8,Pass
S952,Stormie Colcomb,11,A,Term 1,97,58,23,20,77,275,500,55,Pass
S712,Aindrea Hazell,3,A,Term 1,72,65,56,71,79,343,500,68.6,Pass
S474,Anett Dowdam,9,B,Term 1,66,29,57,35,25,212,500,42.4,Pass
S010,Yvon Agglione,7,A,Term 1,20,46,45,86,89,286,500,57.2,Pass
S049,Mauricio Goodship,9,A,Term 1,58,47,43,85,69,302,500,60.4,Pass
S728,Vinny Coucher,1,A,Term 1,27,55,96,37,79,294,500,58.8,Pass
S134,Alethea Dysert,7,B,Term 1,29,90,59,81,67,326,500,65.2,Pass
S055,Yovonnda Mackerness,7,B,Term 1,25,81,73,49,86,314,500,62.8,Pass
S973,Alistair Dockery,8,A,Term 2,29,19,40,92,59,239,500,47.8,Pass
S045,Reginald Shooter,8,A,Term 1,88,23,87,51,52,301,500,60.2,Pass
S195,Caroljean Avramow,5,A,Term 2,40,29,65,30,50,214,500,42.8,Pass
S452,Daryl Eliyahu,10,A,Term 2,23,85,64,73,87,332,500,66.4,Pass
S226,Griz Cupitt,10,A,Term 2,32,15,81,76,29,233,500,46.6,Pass
S468,Judie Hovie,3,B,Term 1,81,46,83,61,83,354,500,70.8,Pass
S500,Edeline McGuff,8,A,Term 1,17,21,79,80,80,277,500,55.4,Pass
S703,Jerrine Langstone,8,B,Term 1,17,85,65,31,51,249,500,49.8,Pass
S186,Perla Magill,3,A,Term 1,67,15,90,78,71,321,500,64.2,Pass
S638,Sheelah Slayny,7,B,Term 2,22,96,53,84,72,327,500,65.4,Pass
S142,Ara Hempshall,5,B,Term 1,18,58,49,52,58,235,500,47,Pass
S950,Monah Tincey,4,A,Term 2,41,65,63,51,69,289,500,57.8,Pass
